Date,ICBC,HSBC,Lloyds,BNP,DB,RBS
2009-07-28,0.047494878675729935,0.04651992661326991,0.08821810532904982,0.0489579139497735,0.07605381931048784,13.532116212672358
2009-07-29,0.04581486620466162,0.058590040544941005,0.08679277685255098,0.04424984438462007,0.07435465599347303,13.111003522404383
2009-07-30,0.043912510098233534,0.05626194974852387,0.08329925254769938,0.04509721105449371,0.07146534417231004,12.791940775133348
2009-07-31,0.04398203792089041,0.05416307194024094,0.07923348597475638,0.04880573357182613,0.06896248796890973,14.224720434349036
2009-08-03,0.038535633581361445,0.054180672374338296,0.07603431145854604,0.04605867167717387,0.06630406695302273,13.601881419975278
2009-08-04,0.040368471705894825,0.05242022035723376,0.07315275744236005,0.04753800485211524,0.06651180072569193,13.132402633370905
2009-08-05,0.04151908580106963,0.050849719209718064,0.09825949203609315,0.04843178775831421,0.06484172098672059,12.705052916838703
2009-08-06,0.03637229172800454,0.05025807691264898,0.12045878779572279,0.04936744354351929,0.06727468365934666,13.591177318730246
2009-08-07,0.03939844306393861,0.04881536200467926,0.11399206022983702,0.04797180874892084,0.06502016974569051,12.980613622461334
2009-08-10,0.03876823432786409,0.04889121401019625,0.11059653000893695,0.04722628998528883,0.06438206377615707,12.448365131590823
2009-08-11,0.03865987464414384,0.04922610815952174,0.11510774465170051,0.0480618974976001,0.063271626388929,12.187630021154032
2009-08-12,0.03165786307675392,0.050595508097788386,0.1163015026423347,0.04526003212754574,0.061347682270373335,29.184507982703668
2009-08-13,0.03751277321423709,0.05191066687603136,0.11030773843129486,0.045926828504131795,0.060978596069613485,26.0424429030783
2009-08-14,0.02951520759913888,0.05047752121449464,0.10480755855699249,0.045084112076556264,0.05896418152403231,23.487099380282064
2009-08-17,0.02876309674900266,0.04871315365782845,0.10359406547314173,0.045280373843397836,0.057516985187790255,21.243869428770015
2009-08-18,0.027451045611157663,0.047925389512243725,0.0992655039293896,0.044753288615373636,0.05811251824235115,19.22224861826113
2009-08-19,0.024836188106300165,0.04617023052519959,0.09517838822303433,0.04434110018449496,0.05809391330401653,17.42769959882905
2009-08-20,0.016832699578540285,0.044319869855177135,0.09251783689775024,0.05233384314658311,0.055697431333076836,31.117619033931174
2009-08-21,0.02120315997513299,0.042283241854064776,0.08803603529372052,0.050517008220130236,0.053340051347252386,27.942923945644548
2009-08-24,0.048351186142439675,0.0484098081105302,0.09376985543952883,0.04940587447707227,0.05172484572223221,25.214963295864198
2009-08-25,0.046763925097697716,0.047714780163155134,0.08889725621348261,0.04923783016458343,0.04958173044131774,22.83622988773807
2009-08-26,0.03970338761269153,0.04695549829819954,0.08452390567594581,0.048361943384624954,0.05213151957675564,20.875780939046464
2009-08-27,0.039903187486184294,0.03970224687532594,0.08355642371303065,0.046619311351220175,0.05238319324858299,19.134272918008136
2009-08-28,0.040165205311676874,0.04759941047383999,0.0897592284137235,0.04643216183771893,0.0523586268763344,17.601001774727074
2009-08-31,0.038906554322708224,0.04758715114265931,0.09136561099715979,0.05014058389889113,0.05092058395282717,28.86685027947555
2009-09-01,0.037206849475913205,0.04812057092770339,0.09653584923855757,0.04851472801301702,0.052248396682905575,26.113853526371784
2009-09-02,0.03698140313465798,0.047301160944390484,0.09125776109187003,0.047134694027960146,0.05080022116029674,23.820734007896128
2009-09-03,0.041743885429099445,0.04693045384494037,0.08728864059660706,0.047718461926412915,0.04973903420240027,21.821547834860752
2009-09-04,0.0410182324051138,0.032442908587764455,0.087805965381271,0.04661880869626243,0.049508656852017094,20.04274315680913
2009-09-07,0.040173358451161365,0.03152400733995836,0.08304219906684394,0.048868783461497124,0.048577118417806056,19.07159108194465
2009-09-08,0.04064342257679416,0.03767642264403424,0.0785037780587654,0.04741871389534071,0.04762223909601557,17.723230173304543
2009-09-09,0.03997227474410368,0.037205658687816445,0.07461519044409977,0.04768070340746445,0.045937226361130026,35.952221151525094
2009-09-10,0.038442222985769256,0.03556223408633133,0.07061810556645957,0.04599886786842375,0.0464226983903844,32.61133926368678
2009-09-11,0.04033017155317726,0.034768056163548014,0.06699556994736654,0.044522950317136704,0.04857980101528381,29.641612418147055
