Date,ICBC,HSBC,Lloyds,BNP,DB,RBS
2009-07-28,0.06077361457568324,0.06906850318101342,0.14639737656552657,0.07968627462999998,0.09246750385958304,18.087234238529057
2009-07-29,0.0608318049617319,0.0695388204863236,0.14648597948855704,0.07946223829867723,0.09255850157870177,18.03106321536694
2009-07-30,0.06077988951524989,0.06958188523025038,0.1466381300311935,0.07957539941346357,0.09253648847197915,18.03365622572101
2009-07-31,0.06090761211545239,0.0696063789037856,0.14587605513417196,0.079749988689541,0.09243639251915252,18.022606343375834
2009-08-03,0.06095677116715428,0.06974598200152347,0.1457633600845389,0.07969719727540794,0.09231569440985131,18.021833272289093
2009-08-04,0.06095539998265448,0.0697162477040395,0.14564142557936743,0.0797022982101295,0.09253273184514353,18.02784435745631
2009-08-05,0.06098067681775703,0.0697413503694949,0.14641660554898894,0.07990551298805955,0.09264478748943807,18.001191166118105
2009-08-06,0.06099675959670559,0.06974156841708265,0.14711342340690334,0.08002875835986635,0.09255082400521594,18.042316620842506
2009-08-07,0.06094925644112596,0.06972231209505397,0.14703938831630395,0.07995440726998672,0.09255266646148025,18.036892503033837
2009-08-10,0.060973781469352395,0.06989141653813753,0.14705984573053588,0.07995154431980085,0.09273247769277163,18.039890800544015
2009-08-11,0.061052372812986144,0.06985964499475424,0.14694198173515882,0.08016536425029976,0.09274363122736803,17.983439779866444
2009-08-12,0.06085471979613729,0.0698595528317919,0.14724955261751252,0.0801990537507988,0.09271561710546287,18.193491014985327
2009-08-13,0.06091927628792097,0.07002550393617796,0.14741392686334995,0.08026524451991425,0.09291583760608076,18.190238897318856
2009-08-14,0.06091183082689543,0.07004602562724105,0.14761493331081035,0.07997918072002454,0.09270137707236514,18.173102659832445
2009-08-17,0.06089126543673172,0.07002315560059842,0.1474423932564093,0.08007279547057551,0.09281963903848675,18.161673668828776
2009-08-18,0.06088198120144822,0.07011787012632108,0.14765859301689357,0.08002126453509655,0.09300542414873456,18.160944918733485
2009-08-19,0.060819544984246736,0.07008379818782431,0.1473176931969945,0.08010522713019687,0.09320558086395547,18.15975399305043
2009-08-20,0.060841388091763614,0.07008456184271021,0.14754874084682396,0.08019288361225206,0.09307318779821015,17.88769492598449
2009-08-21,0.06089427714961707,0.0700105239802277,0.1475048315510879,0.0801956622807015,0.09302181926311313,17.88953898191495
2009-08-24,0.06127452028930444,0.07002477293613366,0.1477102379655456,0.08014653255107981,0.09296272180865027,17.88905152679754
2009-08-25,0.06145278416606361,0.07005264620809447,0.1477295376567588,0.0798001068271817,0.09284778218657572,17.8650377984403
2009-08-26,0.06159942155717738,0.06999143231902681,0.14769680746253244,0.07981252505089506,0.09279752157781779,17.87548746523412
2009-08-27,0.06156217984897757,0.06998965941273452,0.14752108490983815,0.07989832495558608,0.09279638494174655,17.880799289343727
2009-08-28,0.061736255575100665,0.06997152528119083,0.1480088739044345,0.079908065842948,0.09289181666207814,17.877548975444437
2009-08-31,0.06151827798755441,0.0697911817491178,0.14801612771606915,0.0793131512633214,0.09252967821098361,18.06226057844905
2009-09-01,0.06153056352480678,0.06994539885950993,0.14796113658611004,0.0792653910479054,0.09256757903619979,18.059779951108997
2009-09-02,0.06154619568407755,0.0698914824992121,0.14716951687329793,0.07930069051568511,0.09267089874222459,18.068346841574357
2009-09-03,0.06190284198741994,0.069979886156082,0.14730961662473618,0.07947971247588163,0.0926988452936969,18.059626970102993
2009-09-04,0.06201144625846169,0.06995614648372604,0.14770072018726854,0.0794084443605336,0.09282257486257853,18.05982920858306
2009-09-07,0.061738315986851464,0.07000379589861944,0.14785779338031255,0.07927039779413536,0.09293234880917273,18.097655304281215
2009-09-08,0.061041010275209376,0.06999169196536958,0.14770949630354177,0.07936612687854354,0.09300888199239084,18.102193615930478
2009-09-09,0.061106534902138465,0.07005476971544114,0.14781518797098123,0.07936955176431686,0.09304733917007198,18.80355935196076
2009-09-10,0.05877190514134036,0.06948445258382789,0.14769474873251814,0.0791937876781484,0.0930776674387345,18.804439075399195
2009-09-11,0.05846256254285373,0.06941128925381938,0.14771073060715476,0.07700782147191716,0.09185134537471215,18.781449818800134
2009-09-14,0.05849023947000648,0.0695163573590282,0.14738541696644472,0.07718082040381659,0.09217138207370854,18.78459207906981
2009-09-15,0.05841545416254085,0.06945514811503502,0.14586416722064952,0.0776131437167744,0.09217656657833158,18.769684867669177
2009-09-16,0.058651369551714606,0.0694954215957401,0.14600977355603692,0.07768461320154248,0.09195930740155699,18.82972226932129
2009-09-17,0.058546858241818135,0.06931182903985723,0.14619195792521844,0.07750464926428173,0.09200194595942769,18.83503412369621
2009-09-18,0.058466135393508784,0.06926136033671809,0.1459889060760718,0.07737220253259468,0.09216390499878709,18.826005618887738
2009-09-21,0.058445854054060255,0.06926111404918242,0.1458709368415504,0.07740524896069237,0.09203541021279643,18.801168295526438
